KSSS,w1,w2,w3,weights_mape_pct,ml_best_model,ml_best_mape_pct,current_mape_pct,chosen_source,chosen_model,chosen_w1,chosen_w2,chosen_w3,chosen_mape_pct
133689,0.08,0.1,0.82,8.31,SARIMAX,3.433,9.277,ml,SARIMAX,,,,3.433
66209,0.0,0.2,0.8,9.41,RandomForest,3.47,12.918,ml,RandomForest,,,,3.47
133686,0.13,0.09,0.78,5.94,HoltWinters,3.476,7.802,ml,HoltWinters,,,,3.476
133715,0.96,0.0,0.04,11.4,RandomForest,3.507,10.579,ml,RandomForest,,,,3.507
5073,0.24,0.07,0.69,10.97,RandomForest,3.512,13.931,ml,RandomForest,,,,3.512
136897,0.0,0.19,0.81,9.15,SARIMAX,3.513,13.29,ml,SARIMAX,,,,3.513
133702,0.12,0.01,0.87,7.8,SARIMAX,3.519,8.399,ml,SARIMAX,,,,3.519
133597,0.14,0.12,0.74,7.32,SARIMAX,3.52,7.124,ml,SARIMAX,,,,3.52
3008,0.0,0.45,0.55,11.41,SARIMAX,3.525,8.993,ml,SARIMAX,,,,3.525
9431,0.38,0.09,0.53,8.64,HoltWinters,3.55,9.303,ml,HoltWinters,,,,3.55
136805,0.16,0.21,0.63,9.38,SARIMAX,3.562,10.143,ml,SARIMAX,,,,3.562
7330,0.74,0.0,0.26,7.56,RandomForest,3.566,8.319,ml,RandomForest,,,,3.566
3954,0.02,0.07,0.91,6.34,HoltWinters,3.575,8.978,ml,HoltWinters,,,,3.575
3328,0.18,0.0,0.82,8.91,RandomForest,3.588,10.645,ml,RandomForest,,,,3.588
133629,0.01,0.05,0.94,9.17,SARIMAX,3.592,9.037,ml,SARIMAX,,,,3.592
133680,0.9,0.1,-0.0,12.74,HoltWinters,3.604,11.38,ml,HoltWinters,,,,3.604
2092,0.0,0.17,0.83,12.03,SARIMAX,3.619,12.084,ml,SARIMAX,,,,3.619
160014,1.0,0.0,0.0,513.03,HoltWinters,3.647,932.336,ml,HoltWinters,,,,3.647
3982,0.08,0.11,0.81,8.44,HoltWinters,3.651,8.472,ml,HoltWinters,,,,3.651
166002,0.0,0.82,0.18,14.35,HoltWinters,3.682,19.323,ml,HoltWinters,,,,3.682
133653,0.23,0.16,0.61,9.7,HoltWinters,3.703,9.367,ml,HoltWinters,,,,3.703
3722,0.03,0.01,0.96,9.39,SARIMAX,3.711,10.13,ml,SARIMAX,,,,3.711
9321,0.07,0.1,0.83,8.63,RandomForest,3.723,10.881,ml,RandomForest,,,,3.723
125616,0.46,0.54,0.0,184.95,HoltWinters,3.742,18.473,ml,HoltWinters,,,,3.742
133685,0.4,0.12,0.48,7.95,SARIMAX,3.753,8.112,ml,SARIMAX,,,,3.753
6405,0.11,0.16,0.73,7.5,HoltWinters,3.758,9.304,ml,HoltWinters,,,,3.758
124401,0.0,0.31,0.69,10.12,HoltWinters,3.764,9.908,ml,HoltWinters,,,,3.764
3745,0.05,0.38,0.57,12.65,HoltWinters,3.783,16.01,ml,HoltWinters,,,,3.783
8796,0.23,0.24,0.53,12.28,HoltWinters,3.783,12.981,ml,HoltWinters,,,,3.783
5000,0.09,0.54,0.37,19.36,HoltWinters,3.805,15.805,ml,HoltWinters,,,,3.805
133666,0.0,0.35,0.65,10.07,RandomForest,3.837,9.985,ml,RandomForest,,,,3.837
9748,0.44,0.11,0.45,10.21,HoltWinters,3.843,10.861,ml,HoltWinters,,,,3.843
3368,0.12,0.03,0.85,8.02,HoltWinters,3.855,9.687,ml,HoltWinters,,,,3.855
1274,0.66,0.02,0.32,10.06,SARIMAX,3.864,11.379,ml,SARIMAX,,,,3.864
9378,0.04,0.22,0.74,10.7,RandomForest,3.871,10.308,ml,RandomForest,,,,3.871
50601,0.72,0.0,0.28,8.82,HoltWinters,3.884,8.066,ml,HoltWinters,,,,3.884
133770,0.0,0.33,0.67,12.66,RandomForest,3.887,16.771,ml,RandomForest,,,,3.887
1949,0.2,0.08,0.72,8.29,HoltWinters,3.894,7.673,ml,HoltWinters,,,,3.894
3009,0.0,0.34,0.66,21.91,RandomForest,3.905,12.509,ml,RandomForest,,,,3.905
3359,0.36,0.39,0.25,20.18,HoltWinters,3.911,18.393,ml,HoltWinters,,,,3.911
133638,0.0,0.29,0.71,9.97,SARIMAX,3.913,10.089,ml,SARIMAX,,,,3.913
132002,0.0,0.24,0.76,9.15,RandomForest,3.928,13.871,ml,RandomForest,,,,3.928
126204,0.85,0.09,0.06,10.37,RandomForest,3.932,8.899,ml,RandomForest,,,,3.932
133645,0.07,0.03,0.9,10.61,SARIMAX,3.943,10.895,ml,SARIMAX,,,,3.943
64405,0.0,0.62,0.38,15.08,RandomForest,3.943,9.721,ml,RandomForest,,,,3.943
136803,0.0,0.12,0.88,10.26,SARIMAX,3.945,10.241,ml,SARIMAX,,,,3.945
2993,0.0,0.51,0.49,12.88,SARIMAX,3.947,12.305,ml,SARIMAX,,,,3.947
3739,0.34,0.11,0.55,8.67,SARIMAX,3.953,10.731,ml,SARIMAX,,,,3.953
155103,0.0,0.42,0.58,13.63,SARIMAX,3.957,20.039,ml,SARIMAX,,,,3.957
3410,0.2,0.35,0.45,10.46,SARIMAX,3.96,10.578,ml,SARIMAX,,,,3.96
9333,0.06,0.09,0.85,8.13,HoltWinters,3.969,8.703,ml,HoltWinters,,,,3.969
3364,0.14,0.01,0.85,7.36,HoltWinters,3.972,10.996,ml,HoltWinters,,,,3.972
125606,0.0,0.29,0.71,8.79,HoltWinters,3.975,9.569,ml,HoltWinters,,,,3.975
1969,0.34,0.17,0.49,8.76,SARIMAX,3.986,8.062,ml,SARIMAX,,,,3.986
3350,0.71,0.13,0.16,10.18,RandomForest,3.989,9.394,ml,RandomForest,,,,3.989
3127,0.0,0.21,0.79,10.36,HoltWinters,3.999,9.165,ml,HoltWinters,,,,3.999
125604,0.27,0.3,0.43,9.88,HoltWinters,4.007,12.201,ml,HoltWinters,,,,4.007
7079,0.43,0.0,0.57,8.37,HoltWinters,4.01,10.916,ml,HoltWinters,,,,4.01
133738,0.07,0.09,0.84,9.28,RandomForest,4.018,10.612,ml,RandomForest,,,,4.018
3132,0.05,0.15,0.8,10.27,SARIMAX,4.022,10.745,ml,SARIMAX,,,,4.022
6452,0.11,0.1,0.79,10.48,HoltWinters,4.027,10.815,ml,HoltWinters,,,,4.027
5099,0.23,0.62,0.15,9.03,RandomForest,4.039,15.665,ml,RandomForest,,,,4.039
133785,0.18,0.44,0.38,9.37,RandomForest,4.047,11.731,ml,RandomForest,,,,4.047
133743,0.0,0.13,0.87,9.28,HoltWinters,4.05,10.142,ml,HoltWinters,,,,4.05
2886,0.06,0.17,0.77,7.51,SARIMAX,4.053,9.923,ml,SARIMAX,,,,4.053
134159,0.06,0.39,0.55,19.88,HoltWinters,4.06,31.234,ml,HoltWinters,,,,4.06
3315,0.32,0.2,0.48,8.35,RandomForest,4.061,9.26,ml,RandomForest,,,,4.061
7279,0.13,0.23,0.64,8.26,RandomForest,4.095,8.343,ml,RandomForest,,,,4.095
136911,0.22,0.05,0.73,9.52,HoltWinters,4.101,9.591,ml,HoltWinters,,,,4.101
133608,0.0,0.26,0.74,10.46,HoltWinters,4.102,9.951,ml,HoltWinters,,,,4.102
5035,0.0,0.42,0.58,13.9,SARIMAX,4.106,11.95,ml,SARIMAX,,,,4.106
133727,0.01,0.21,0.78,7.41,RandomForest,4.139,9.324,ml,RandomForest,,,,4.139
7131,0.15,0.22,0.63,7.96,RandomForest,4.149,7.876,ml,RandomForest,,,,4.149
133617,0.04,0.06,0.9,7.17,SARIMAX,4.163,8.73,ml,SARIMAX,,,,4.163
3212,0.04,0.13,0.83,11.28,HoltWinters,4.168,12.204,ml,HoltWinters,,,,4.168
133657,0.0,0.21,0.79,10.35,RandomForest,4.169,9.36,ml,RandomForest,,,,4.169
1909,0.0,0.14,0.86,10.98,HoltWinters,4.171,10.029,ml,HoltWinters,,,,4.171
3730,0.19,0.03,0.78,10.23,RandomForest,4.175,13.146,ml,RandomForest,,,,4.175
160041,0.0,1.0,0.0,153.5,SARIMAX,4.176,238.663,ml,SARIMAX,,,,4.176
133706,0.36,0.23,0.41,9.96,RandomForest,4.178,10.078,ml,RandomForest,,,,4.178
133332,0.22,0.09,0.69,10.28,SARIMAX,4.187,10.948,ml,SARIMAX,,,,4.187
133592,0.09,0.02,0.89,7.67,RandomForest,4.19,9.875,ml,RandomForest,,,,4.19
91802,0.0,0.98,0.02,60.42,SARIMAX,4.203,42.691,ml,SARIMAX,,,,4.203
1752,0.38,0.23,0.39,10.36,HoltWinters,4.212,10.793,ml,HoltWinters,,,,4.212
2896,0.0,0.2,0.8,9.11,HoltWinters,4.215,9.43,ml,HoltWinters,,,,4.215
160065,0.04,0.43,0.53,13.12,HoltWinters,4.216,20.853,ml,HoltWinters,,,,4.216
1876,0.91,0.0,0.09,20.05,RandomForest,4.217,12.771,ml,RandomForest,,,,4.217
3126,0.0,0.16,0.84,11.32,SARIMAX,4.219,9.916,ml,SARIMAX,,,,4.219
49212,0.05,0.12,0.83,10.43,RandomForest,4.236,13.201,ml,RandomForest,,,,4.236
125655,0.0,0.52,0.48,12.87,RandomForest,4.237,15.402,ml,RandomForest,,,,4.237
3342,0.0,0.36,0.64,9.85,SARIMAX,4.245,11.649,ml,SARIMAX,,,,4.245
125657,0.0,0.39,0.61,13.48,HoltWinters,4.253,28.408,ml,HoltWinters,,,,4.253
3401,0.0,0.56,0.44,12.39,HoltWinters,4.257,12.098,ml,HoltWinters,,,,4.257
155111,0.21,0.07,0.72,9.24,SARIMAX,4.271,10.562,ml,SARIMAX,,,,4.271
2887,0.0,0.21,0.79,10.43,HoltWinters,4.277,10.521,ml,HoltWinters,,,,4.277
5034,0.07,0.0,0.93,12.63,HoltWinters,4.293,12.218,ml,HoltWinters,,,,4.293
104802,0.2,0.2,0.6,9.82,HoltWinters,4.294,9.75,ml,HoltWinters,,,,4.294
134058,0.07,0.02,0.91,8.87,SARIMAX,4.296,10.636,ml,SARIMAX,,,,4.296
1921,0.0,0.44,0.56,21.92,SARIMAX,4.3,15.423,ml,SARIMAX,,,,4.3
1278,0.71,0.0,0.29,15.26,SARIMAX,4.311,26.631,ml,SARIMAX,,,,4.311
134120,0.14,0.15,0.71,9.31,RandomForest,4.322,10.344,ml,RandomForest,,,,4.322
3424,0.48,0.32,0.2,12.29,HoltWinters,4.331,13.453,ml,HoltWinters,,,,4.331
9511,0.01,0.0,0.99,9.78,SARIMAX,4.344,17.739,ml,SARIMAX,,,,4.344
133664,0.41,0.07,0.52,8.57,SARIMAX,4.347,8.326,ml,SARIMAX,,,,4.347
3984,0.0,0.11,0.89,10.46,RandomForest,4.361,10.042,ml,RandomForest,,,,4.361
9755,0.35,0.26,0.39,8.66,HoltWinters,4.366,8.778,ml,HoltWinters,,,,4.366
134183,0.4,0.15,0.45,11.19,SARIMAX,4.368,12.985,ml,SARIMAX,,,,4.368
134173,0.49,0.1,0.41,10.12,RandomForest,4.379,17.219,ml,RandomForest,,,,4.379
5061,0.0,0.25,0.75,14.13,SARIMAX,4.382,12.805,ml,SARIMAX,,,,4.382
3176,0.0,0.14,0.86,10.5,SARIMAX,4.383,10.126,ml,SARIMAX,,,,4.383
5097,0.0,0.49,0.51,12.72,HoltWinters,4.383,11.036,ml,HoltWinters,,,,4.383
6406,0.26,0.44,0.3,12.08,HoltWinters,4.383,10.948,ml,HoltWinters,,,,4.383
3179,0.0,0.24,0.76,12.26,SARIMAX,4.384,11.591,ml,SARIMAX,,,,4.384
133697,0.0,0.39,0.61,15.46,HoltWinters,4.395,17.691,ml,HoltWinters,,,,4.395
1947,0.29,0.17,0.54,7.39,HoltWinters,4.396,7.538,ml,HoltWinters,,,,4.396
61001,0.0,0.16,0.84,13.06,SARIMAX,4.401,12.826,ml,SARIMAX,,,,4.401
136809,0.0,0.07,0.93,7.98,HoltWinters,4.404,20.445,ml,HoltWinters,,,,4.404
3336,0.12,0.24,0.64,9.08,SARIMAX,4.412,11.302,ml,SARIMAX,,,,4.412
8912,0.06,0.1,0.84,7.61,RandomForest,4.416,9.017,ml,RandomForest,,,,4.416
152001,0.18,0.03,0.79,7.56,SARIMAX,4.422,10.373,ml,SARIMAX,,,,4.422
133650,0.81,0.15,0.04,10.43,RandomForest,4.428,11.376,ml,RandomForest,,,,4.428
3651,0.16,0.1,0.74,8.96,SARIMAX,4.437,11.076,ml,SARIMAX,,,,4.437
5093,0.17,0.03,0.8,10.87,SARIMAX,4.442,13.712,ml,SARIMAX,,,,4.442
5036,0.0,0.32,0.68,18.79,SARIMAX,4.459,,ml,SARIMAX,,,,4.459
133723,0.0,0.22,0.78,8.61,SARIMAX,4.463,10.291,ml,SARIMAX,,,,4.463
1104,0.04,0.02,0.94,7.7,RandomForest,4.464,10.267,ml,RandomForest,,,,4.464
136906,0.3,0.1,0.6,10.77,HoltWinters,4.478,14.341,ml,HoltWinters,,,,4.478
7609,0.54,0.27,0.19,11.89,RandomForest,4.479,10.82,ml,RandomForest,,,,4.479
129003,0.0,0.29,0.71,11.71,SARIMAX,4.493,9.508,ml,SARIMAX,,,,4.493
136808,0.18,0.27,0.55,11.54,SARIMAX,4.494,39.685,ml,SARIMAX,,,,4.494
5015,0.1,0.03,0.87,7.73,HoltWinters,4.51,9.694,ml,HoltWinters,,,,4.51
133583,0.24,0.15,0.61,26.14,RandomForest,4.518,26.864,ml,RandomForest,,,,4.518
1905,0.0,0.12,0.88,10.27,RandomForest,4.526,9.593,ml,RandomForest,,,,4.526
160031,0.0,0.32,0.68,11.22,RandomForest,4.536,10.068,ml,RandomForest,,,,4.536
9085,0.67,0.09,0.24,10.55,RandomForest,4.536,8.512,ml,RandomForest,,,,4.536
133696,0.98,0.02,0.0,12.2,RandomForest,4.542,10.482,ml,RandomForest,,,,4.542
5026,0.05,0.09,0.86,10.52,SARIMAX,4.553,11.533,ml,SARIMAX,,,,4.553
3331,0.02,0.11,0.87,8.1,RandomForest,4.554,9.252,ml,RandomForest,,,,4.554
7323,0.0,0.13,0.87,13.9,HoltWinters,4.554,11.171,ml,HoltWinters,,,,4.554
69401,0.0,0.31,0.69,12.0,HoltWinters,4.559,11.453,ml,HoltWinters,,,,4.559
134047,0.19,0.12,0.69,14.17,RandomForest,4.56,15.651,ml,RandomForest,,,,4.56
3330,0.0,0.47,0.53,10.33,SARIMAX,4.56,9.438,ml,SARIMAX,,,,4.56
6423,0.0,0.24,0.76,12.06,RandomForest,4.571,11.514,ml,RandomForest,,,,4.571
125615,0.0,0.41,0.59,15.46,HoltWinters,4.573,12.543,ml,HoltWinters,,,,4.573
3221,0.22,0.08,0.7,9.53,SARIMAX,4.577,10.938,ml,SARIMAX,,,,4.577
3373,0.17,0.06,0.77,10.1,SARIMAX,4.579,12.75,ml,SARIMAX,,,,4.579
136877,0.02,0.06,0.92,9.69,SARIMAX,4.589,18.509,ml,SARIMAX,,,,4.589
136801,0.0,0.23,0.77,12.23,SARIMAX,4.601,11.617,ml,SARIMAX,,,,4.601
133334,0.11,0.09,0.8,9.62,RandomForest,4.604,9.131,ml,RandomForest,,,,4.604
133693,0.04,0.08,0.88,9.57,SARIMAX,4.607,9.683,ml,SARIMAX,,,,4.607
1892,0.0,0.51,0.49,14.29,HoltWinters,4.607,8.529,ml,HoltWinters,,,,4.607
9325,0.29,0.0,0.71,20.23,HoltWinters,4.611,13.349,ml,HoltWinters,,,,4.611
2193,0.14,0.08,0.78,9.94,SARIMAX,4.62,15.459,ml,SARIMAX,,,,4.62
133718,0.73,0.14,0.13,10.08,RandomForest,4.623,11.785,ml,RandomForest,,,,4.623
3377,0.24,0.3,0.46,9.87,SARIMAX,4.624,8.947,ml,SARIMAX,,,,4.624
8774,0.07,0.26,0.67,8.6,HoltWinters,4.639,9.567,ml,HoltWinters,,,,4.639
2588,0.01,0.05,0.94,8.86,RandomForest,4.643,10.061,ml,RandomForest,,,,4.643
157601,0.09,0.08,0.83,8.26,RandomForest,4.645,8.485,ml,RandomForest,,,,4.645
3363,0.0,0.11,0.89,8.8,SARIMAX,4.646,11.538,ml,SARIMAX,,,,4.646
133361,1.0,0.0,0.0,68.91,RandomForest,4.655,117.85,ml,RandomForest,,,,4.655
125605,0.07,0.12,0.81,8.67,RandomForest,4.656,11.356,ml,RandomForest,,,,4.656
5047,0.19,0.0,0.81,10.28,SARIMAX,4.659,13.688,ml,SARIMAX,,,,4.659
124002,0.0,0.3,0.7,9.15,RandomForest,4.664,20.123,ml,RandomForest,,,,4.664
129004,0.03,0.73,0.24,11.29,RandomForest,4.667,12.873,ml,RandomForest,,,,4.667
9337,0.0,0.56,0.44,17.32,RandomForest,4.671,16.576,ml,RandomForest,,,,4.671
133784,0.07,0.22,0.71,10.28,SARIMAX,4.672,11.253,ml,SARIMAX,,,,4.672
133764,0.0,0.35,0.65,12.21,HoltWinters,4.682,14.74,ml,HoltWinters,,,,4.682
3319,0.02,0.0,0.98,6.53,SARIMAX,4.689,11.969,ml,SARIMAX,,,,4.689
1920,0.0,0.21,0.79,11.94,HoltWinters,4.695,11.595,ml,HoltWinters,,,,4.695
